# task=cylinder
# algo=PPO
# checkpoint=/home/tan/hora/BrainCo/outputs/revo3_right/run_cylinder_v2_continue/stage1_nn/last.pth
# policy_dt_sec=0.050000
# policy_hz=20.000000
# action_semantics=delta
# action_formula=target=prev_target+(1/24)*raw_action then clamp(joint_limits)
# raw_action_definition=policy clamped delta output mu (pre delta-integration, [-1,1])
# target_definition=cur_targets (delta-accumulated + joint-limit clamped, used in PD formula)
# jointpos_definition=hand.data.joint_pos (absolute joint angles, rad)
# joint_order=0:right_index_MPR_joint, 1:right_little_MPR_joint, 2:right_middle_MPR_joint, 3:right_ring_MPR_joint, 4:right_thumb_CMP_joint, 5:right_index_MCP_joint, 6:right_little_MCP_joint, 7:right_middle_MCP_joint, 8:right_ring_MCP_joint, 9:right_thumb_CMR_joint, 10:right_index_PIP_joint, 11:right_little_PIP_joint, 12:right_middle_PIP_joint, 13:right_ring_PIP_joint, 14:right_thumb_MCP_joint, 15:right_index_DIP_joint, 16:right_little_DIP_joint, 17:right_middle_DIP_joint, 18:right_ring_DIP_joint, 19:right_thumb_PIP_joint, 20:right_thumb_DIP_joint

frame=166 t= 8.300s reward=+0.959364 done=0 raw_action=[-0.635480, -0.550385, -0.157123, -0.420831, +1.000000, +0.580393, -1.000000, +0.723355, -0.857427, -0.016383, -0.801267, -0.232044, -0.186284, -0.036200, -0.227307, -0.015576, +0.840321, -0.626046, -0.312307, -0.505156, +0.001604]
frame=167 t= 8.350s reward=+0.991603 done=0 raw_action=[+0.064295, -0.158268, -1.000000, -1.000000, +1.000000, +0.683454, -1.000000, -0.203795, -1.000000, +1.000000, -0.583127, -0.815125, +0.186534, +0.089938, -0.128292, -0.292268, -0.088976, -1.000000, -0.230245, -0.512362, +1.000000]
frame=168 t= 8.400s reward=+0.549779 done=0 raw_action=[-0.169907, -0.165248, -1.000000, -1.000000, +1.000000, +0.828114, -1.000000, -0.330438, -1.000000, +1.000000, +0.317977, -0.369205, +0.657781, +0.079812, -0.131809, -0.196467, -0.444631, -0.439868, -0.551952, -0.307796, +1.000000]
frame=169 t= 8.450s reward=+0.794964 done=0 raw_action=[+0.288622, +0.169974, -1.000000, -1.000000, +1.000000, +0.593102, -1.000000, -0.700481, -0.966591, +1.000000, +0.723191, -0.078227, +1.000000, -0.185439, -0.276466, -0.531810, -0.437994, -0.176763, -0.318014, +0.259066, +0.386762]
frame=170 t= 8.500s reward=+0.905883 done=0 raw_action=[-0.019624, -0.138842, -1.000000, -0.632619, +1.000000, +0.309814, -1.000000, -1.000000, -0.132040, +1.000000, +0.015937, +0.247107, +0.523761, +0.003431, -0.626561, -1.000000, -0.017861, +0.404646, -0.616605, +0.937368, -0.331599]
frame=171 t= 8.550s reward=+1.031978 done=0 raw_action=[-0.398479, -0.212291, -1.000000, -0.765632, +1.000000, +0.386454, -0.449866, -1.000000, -0.276750, +1.000000, -0.721139, +0.445093, +0.078844, -0.118469, -0.850815, -1.000000, +1.000000, +0.701168, -0.121210, +1.000000, -0.278620]
frame=172 t= 8.600s reward=+1.069014 done=0 raw_action=[-0.633772, +0.854528, -1.000000, -0.244183, +1.000000, +0.209078, +0.991057, -1.000000, +0.423423, +1.000000, -1.000000, +0.336174, -0.581383, +0.477239, -1.000000, -1.000000, +1.000000, +0.580374, +0.900663, +1.000000, +0.137173]
frame=173 t= 8.650s reward=+0.995414 done=0 raw_action=[+0.116280, +0.508555, +0.228601, +0.470037, +0.960632, +0.048866, +1.000000, -1.000000, -0.482947, +0.940845, -1.000000, +0.670534, -0.683209, +0.898686, -0.578541, -1.000000, -0.387802, +0.542703, +1.000000, +0.166174, -0.197692]
frame=174 t= 8.700s reward=+0.953932 done=0 raw_action=[-0.062566, -0.232072, +1.000000, +0.487038, +0.500451, +0.280062, +1.000000, -0.362542, -0.186742, +1.000000, -0.509900, +0.856267, -0.597978, +0.739786, +0.092048, +0.037273, -0.550565, +0.181724, +1.000000, -0.503580, -0.226912]
frame=175 t= 8.750s reward=+0.991082 done=0 raw_action=[-0.010120, -0.055003, +1.000000, -0.081889, +0.545739, +0.348911, +1.000000, +0.362037, +0.815721, +0.995467, +0.362964, +0.866907, -0.498407, +0.738601, +0.090015, +0.761487, -0.569945, +0.241962, +0.669669, -0.812686, -0.390383]
frame=176 t= 8.800s reward=+0.758254 done=0 raw_action=[+0.166443, +0.387994, +1.000000, -0.720835, +0.892689, +0.230305, +1.000000, +0.070106, +0.665800, +0.609002, +0.118081, +0.445005, -0.816087, -0.017396, +0.312638, +0.429026, -0.476815, -0.166277, +0.138661, -0.351541, -0.065834]
frame=177 t= 8.850s reward=+0.968150 done=0 raw_action=[+0.028361, +0.540894, +0.661928, -0.388425, +1.000000, +0.469649, +1.000000, +0.228784, +0.449809, -0.345343, +0.825425, -0.195040, -0.396692, +0.506852, +0.270994, +0.804828, -1.000000, -0.000990, +0.115121, -0.600125, -0.401566]
frame=178 t= 8.900s reward=+0.508642 done=0 raw_action=[-0.338674, +0.643565, -0.797272, -0.979958, +1.000000, -0.601955, +1.000000, +0.485983, +0.301115, -0.940104, +0.179776, -0.057425, -0.751189, +0.423576, +0.445199, +0.293901, -0.016028, -0.543394, +0.256939, -0.262159, +0.125143]
frame=179 t= 8.950s reward=+1.000084 done=0 raw_action=[+0.212498, +0.745417, -0.974750, -1.000000, +1.000000, -0.385988, +0.656870, +0.423003, -0.022445, -1.000000, +0.628980, -0.277259, -0.633381, +0.085423, +0.601701, +0.294065, -0.218565, -0.339951, -0.090469, -0.213589, +0.541568]
frame=180 t= 9.000s reward=+1.066526 done=0 raw_action=[+0.248148, +0.475449, +0.208868, -0.497318, +1.000000, +0.069468, -0.380411, +0.552227, -0.090962, -1.000000, +1.000000, -0.524497, -0.052582, -0.293855, +0.845781, +0.309142, -0.914177, +0.446185, +0.098914, +0.026700, +0.638837]
frame=181 t= 9.050s reward=+0.296710 done=0 raw_action=[+0.054574, +0.595287, +0.318747, -0.545094, +1.000000, -0.803457, +0.042246, +0.453892, +0.298381, -1.000000, +0.677808, -0.606875, +0.341900, -0.548083, +0.549873, -0.180554, -0.269060, -0.466396, -0.132311, -0.145740, -0.285173]
frame=182 t= 9.100s reward=+0.954337 done=0 raw_action=[+0.637718, +0.428533, +1.000000, +0.243353, +1.000000, -0.803236, +0.602927, -0.057037, +0.249486, -1.000000, +1.000000, -0.765819, +0.572975, -0.497492, +0.205733, -0.051237, -0.185333, -0.104184, +0.049865, +0.223430, -0.489014]
frame=183 t= 9.150s reward=+1.019052 done=0 raw_action=[+0.532177, -0.404623, +1.000000, +1.000000, +1.000000, +0.548710, -0.135576, +0.327510, +0.033263, -1.000000, +0.523965, -0.619641, +0.262645, -1.000000, +0.007589, -0.192769, -0.440324, +0.185154, -0.238163, +0.295635, +0.008319]
frame=184 t= 9.200s reward=+1.010655 done=0 raw_action=[+0.323288, -1.000000, +1.000000, +1.000000, +0.928019, +1.000000, -1.000000, +0.340491, +0.933568, -0.917787, -0.021666, -0.222694, +0.483666, -0.797853, -0.056159, -0.054847, -0.217185, +0.950565, -0.237737, +0.477311, -0.249977]
frame=185 t= 9.250s reward=-0.541560 done=0 raw_action=[+0.110264, -1.000000, +1.000000, +0.250731, +1.000000, +1.000000, -1.000000, +0.170316, +0.333678, -0.796332, -0.318932, +0.438831, +0.233956, -0.454969, +0.132764, -0.024298, +1.000000, +0.178790, +0.005203, +0.184310, -0.142458]
frame=186 t= 9.300s reward=+0.976880 done=0 raw_action=[-0.286216, -0.929093, -0.032109, -0.577057, +1.000000, +0.426707, -1.000000, +0.555825, +0.003735, -0.365520, -0.722004, +0.053118, +0.001574, +0.366026, -0.312523, -0.120968, +1.000000, -0.570279, -0.750514, -0.595154, -0.335315]
frame=187 t= 9.350s reward=+0.047857 done=0 raw_action=[-0.063450, -0.644510, -0.528438, -0.100292, +1.000000, +0.422546, -1.000000, +0.803781, -0.797677, +0.174377, -0.662265, -0.105725, +0.223324, -0.418523, +0.158945, +0.079514, +0.537384, -0.720198, -0.208631, -0.234342, +0.381933]
frame=188 t= 9.400s reward=+0.958823 done=0 raw_action=[-0.128901, -0.508035, -1.000000, -0.673331, +1.000000, +0.353884, -0.948604, +0.482827, -0.745289, +0.851609, -0.360386, -0.481189, +0.586565, -0.010068, -0.248755, -0.038747, -0.287306, -0.701527, -0.614347, -0.623385, +0.264629]
frame=189 t= 9.450s reward=+0.958477 done=0 raw_action=[+0.273798, -0.096305, -1.000000, -0.713199, +1.000000, +0.724228, -0.817267, -0.222448, -1.000000, +0.890001, +0.360986, -0.110556, +0.657738, -0.153205, +0.153790, -0.173386, -0.483431, -0.369967, -0.272893, +0.002555, +0.614314]
frame=190 t= 9.500s reward=+0.913271 done=0 raw_action=[-0.357273, -0.191983, -1.000000, -0.479488, +1.000000, +0.410513, -0.991100, -0.739073, -0.544686, +1.000000, -0.264581, -0.080919, +0.592952, +0.146058, -0.397795, -0.802878, -0.070967, +0.048204, -0.732978, +0.295759, +0.242856]
frame=191 t= 9.550s reward=+0.876013 done=0 raw_action=[-0.322004, +0.176986, -1.000000, -0.638614, +1.000000, +0.332088, -0.602049, -1.000000, -0.347340, +0.954148, -0.649042, +0.378262, +0.427435, +0.092552, -0.657107, -1.000000, +0.614240, +0.330216, -0.311528, +1.000000, +0.058408]
frame=192 t= 9.600s reward=+1.013608 done=0 raw_action=[+0.224001, +0.061616, -1.000000, -0.548087, +1.000000, +0.446523, -0.062692, -1.000000, -0.835729, +0.832403, -0.586907, +0.344333, -0.071675, +0.106813, -0.731853, -0.988714, +0.456184, +0.523804, -0.131187, +1.000000, +0.105779]
frame=193 t= 9.650s reward=+1.052426 done=0 raw_action=[-0.431439, +0.447717, -0.671519, -0.076114, +1.000000, +0.177956, +0.836753, -1.000000, +0.575563, +1.000000, -0.974253, +0.186610, -0.086711, +0.728133, -1.000000, -0.746559, +0.529000, +0.874777, +0.829287, +0.793890, -0.200759]
frame=194 t= 9.700s reward=+1.042182 done=0 raw_action=[+0.481991, +0.195374, +0.672553, +0.234913, +0.743617, +0.054601, +1.000000, -1.000000, -0.327421, +0.959254, -0.555730, +0.351435, -0.472332, +0.251220, -0.333913, -0.243382, -0.742514, -0.209232, +0.639665, -0.388886, -0.065162]
frame=195 t= 9.750s reward=+0.907787 done=0 raw_action=[-0.291417, +0.100440, +1.000000, +0.400564, +0.746698, +0.373800, +1.000000, -0.555747, +0.620112, +1.000000, -0.026467, +0.402356, -0.292206, +0.763890, +0.040016, +0.431800, -0.745227, +0.459862, +0.804472, -0.471127, -0.431153]
frame=196 t= 9.800s reward=-1.370179 done=0 raw_action=[+0.087836, +0.363226, +1.000000, -0.359855, +1.000000, +0.693264, +1.000000, -0.239948, +1.000000, +0.418545, +0.542621, +0.428700, -0.749272, +0.810632, +0.297219, +0.844266, -0.284044, +0.007153, +0.531514, +0.035679, -0.714596]
frame=197 t= 9.850s reward=+0.942894 done=0 raw_action=[-0.645557, +1.000000, +0.145735, -0.737053, +1.000000, +0.125537, +1.000000, +0.185607, +1.000000, +0.384989, -0.278716, -0.072630, -0.422758, +0.981212, -0.220300, +0.546961, +0.041844, -0.353125, +0.559808, -0.526544, -0.596799]
frame=198 t= 9.900s reward=+0.012961 done=0 raw_action=[+0.307886, +0.923848, -0.012050, -0.860414, +1.000000, +0.079901, +1.000000, +0.406606, +0.091636, -1.000000, +0.856468, +0.268144, -0.876559, +0.282605, +0.512481, +0.872049, -0.429661, -0.316892, -0.057225, -0.435763, +0.029283]
frame=199 t= 9.950s reward=+1.002332 done=0 raw_action=[-0.064211, +0.678283, -0.421740, -0.673374, +1.000000, -0.857654, +1.000000, +0.992755, +0.052469, -1.000000, +0.724347, +0.112993, -0.740540, -0.011918, +0.675279, +0.625330, -0.793020, -0.177270, +0.127231, -0.741420, +0.549989]
frame=200 t=10.000s reward=+1.077476 done=0 raw_action=[+0.416651, +0.325923, +0.324357, -0.691136, +1.000000, -0.684844, +0.242026, +0.707116, +0.094233, -1.000000, +1.000000, -0.111153, -0.643236, -0.385343, +1.000000, +0.070502, -0.722031, -0.146323, +0.263311, +0.144514, +0.640404]
frame=201 t=10.050s reward=+0.740223 done=0 raw_action=[+0.077225, +0.456552, +0.600675, +0.016133, +1.000000, -0.802510, +0.587496, +0.219914, +0.090407, -1.000000, +0.699334, -0.476968, -0.084900, -0.457233, +0.843747, -0.426666, -0.531798, +0.426293, +0.221241, -0.205284, +0.209294]
frame=202 t=10.100s reward=+1.015992 done=0 raw_action=[-0.030220, +0.514166, +0.747545, +0.424380, +1.000000, -0.557069, +0.481755, +0.515098, +0.368470, -1.000000, +0.706593, -0.758504, +0.309051, -0.200989, +0.270986, +0.047779, -0.375912, -0.079049, +0.056631, -0.565733, +0.060581]
frame=203 t=10.150s reward=+0.876023 done=0 raw_action=[+0.806952, -0.641894, +1.000000, +0.866518, +1.000000, +1.000000, -0.427306, -0.185013, +0.286521, -1.000000, +1.000000, -0.962029, +0.020344, -1.000000, -0.151541, +0.034633, -0.762570, +0.395964, +0.007252, +0.927634, +0.237830]
frame=204 t=10.200s reward=+0.965189 done=0 raw_action=[+0.545701, -1.000000, +1.000000, +0.843779, +0.864129, +1.000000, -1.000000, +0.686218, +0.822559, -1.000000, +0.001155, -0.053122, +0.458459, -1.000000, -0.142502, -0.384016, -0.139520, +0.721810, -0.212322, +0.707124, -0.348153]
frame=205 t=10.250s reward=+1.011382 done=0 raw_action=[+0.177089, -1.000000, +1.000000, +0.232122, +1.000000, +0.977783, -1.000000, +0.838650, +0.310407, -0.893827, -0.696337, +0.807568, +0.504702, -0.588043, +0.100224, -0.214058, +1.000000, +0.090552, -0.526216, -0.051955, -0.451195]
frame=206 t=10.300s reward=+1.009184 done=0 raw_action=[+0.265501, -1.000000, +1.000000, +0.248032, +1.000000, +0.627078, -1.000000, +0.791920, -0.373961, -0.781845, -0.541787, +0.759485, +0.040697, -0.489346, +0.138973, -0.093224, +0.858723, +0.019841, -0.456481, -0.561879, -0.604049]
frame=207 t=10.350s reward=+0.982450 done=0 raw_action=[-0.266778, -0.867247, -0.605402, -0.768546, +1.000000, +0.486853, -1.000000, +0.727092, -0.702356, +0.076471, -0.616741, -0.250119, +0.018781, +0.226939, -0.005529, +0.008439, +0.845261, -0.969400, -0.319952, -0.284147, -0.052659]
frame=208 t=10.400s reward=+0.973134 done=0 raw_action=[-0.154587, -0.592129, -1.000000, -0.832944, +1.000000, +0.688569, -1.000000, +0.143957, -1.000000, +0.718654, -0.272489, -0.678348, +0.107163, +0.185618, -0.153273, -0.288025, +0.040110, -0.937759, -0.570345, -0.378878, +0.320985]
frame=209 t=10.450s reward=+1.017986 done=0 raw_action=[+0.282207, -0.426336, -1.000000, -0.587677, +1.000000, +0.672411, -0.999171, -0.690169, -1.000000, +1.000000, +0.164710, -0.628424, +0.722597, -0.318374, -0.075488, -0.208032, -0.593633, -0.484513, -0.867457, -0.174127, +1.000000]
frame=210 t=10.500s reward=+1.019500 done=0 raw_action=[+0.147659, +0.272874, -1.000000, -0.785797, +1.000000, +0.289253, -1.000000, -0.742321, -1.000000, +1.000000, +0.249575, +0.171597, +1.000000, -0.308907, -0.123188, -0.477122, -0.291483, -0.078694, -0.757236, -0.073979, +0.438308]
frame=211 t=10.550s reward=+0.787952 done=0 raw_action=[-0.069386, +0.211699, -1.000000, -0.781430, +1.000000, +0.115494, -0.853700, -1.000000, -0.456006, +1.000000, -0.332610, +0.138696, +0.738618, +0.043725, -0.426159, -1.000000, +0.112018, +0.189402, -0.670454, +0.787098, -0.289833]
frame=212 t=10.600s reward=+0.968267 done=0 raw_action=[-0.433144, -0.119453, -1.000000, -0.595844, +1.000000, +0.214340, -0.341116, -1.000000, +0.027839, +1.000000, -0.935618, +0.141009, +0.360497, +0.499634, -1.000000, -1.000000, +0.688807, +0.592944, -0.289785, +1.000000, -0.850247]
frame=213 t=10.650s reward=+1.073084 done=0 raw_action=[-0.310240, +0.634378, -0.911363, -0.131145, +1.000000, +0.062339, +1.000000, -1.000000, -0.114704, +0.853543, -1.000000, +0.538556, -0.388904, +0.494037, -0.906864, -1.000000, +1.000000, +0.558121, +0.503984, +1.000000, +0.245528]
frame=214 t=10.700s reward=+1.021107 done=0 raw_action=[-0.361465, +0.601272, +0.384390, +0.970800, +0.873832, +0.011612, +1.000000, -1.000000, -0.173833, +0.894789, -1.000000, +0.526245, -0.528792, +0.948641, -0.682302, -1.000000, -0.199894, +0.351888, +1.000000, +0.361000, +0.316540]
frame=215 t=10.750s reward=+0.943891 done=0 raw_action=[-0.278893, -0.070878, +1.000000, +0.485365, +0.681279, -0.280113, +1.000000, +0.199876, +0.050478, +1.000000, -0.878434, +0.867462, -0.280415, +0.221031, -0.244337, +0.052103, -0.697977, +0.283478, +1.000000, -1.000000, -0.553359]
frame=216 t=10.800s reward=+1.006261 done=0 raw_action=[+0.095802, -0.233006, +1.000000, -0.085998, +0.777984, +0.773979, +1.000000, +0.058468, +0.940130, +0.659141, +0.645448, +0.410523, -0.634387, +0.670192, +0.450972, +1.000000, -1.000000, -0.249515, +1.000000, -0.462727, -0.339553]
frame=217 t=10.850s reward=+0.943842 done=0 raw_action=[-0.021111, +0.409015, +1.000000, -0.653676, +1.000000, +0.480180, +1.000000, -0.395431, +1.000000, +0.073290, +0.147392, +0.056521, -0.866692, +0.528085, +0.211257, +0.315059, -0.477377, +0.227542, +0.512157, -0.247673, -0.551181]
frame=218 t=10.900s reward=-1.458167 done=0 raw_action=[-0.255427, +0.706857, +0.314081, -1.000000, +0.978050, +0.113304, +1.000000, +0.259499, +0.421344, -0.212250, +0.349696, +0.037827, -0.343506, +0.628507, +0.194825, +0.649022, -0.021271, -0.007787, +0.021602, -0.477315, -0.238689]
frame=219 t=10.950s reward=+1.011120 done=0 raw_action=[-0.242640, +0.750917, -1.000000, -0.987227, +0.904766, -1.000000, +1.000000, +0.756153, +0.267433, -0.341613, -0.575846, +0.014874, -0.350557, +0.129876, +0.074946, +0.278486, +0.039442, -0.433316, -0.048815, -0.651578, +0.250958]
frame=220 t=11.000s reward=+0.805372 done=0 raw_action=[+0.561519, +0.230813, -0.098490, -0.394579, +1.000000, +0.306355, +0.267172, +0.473687, -0.316279, -1.000000, +1.000000, -0.340895, -0.419245, +0.016382, +0.793270, +0.589250, -1.000000, -0.175522, +0.087547, +0.210706, +0.462109]
frame=221 t=11.050s reward=+1.069312 done=0 raw_action=[-0.147758, +0.569061, -0.315410, -0.801315, +1.000000, -0.734529, +0.728936, +0.656075, +0.233145, -1.000000, +0.776936, -0.235616, -0.036156, +0.189989, +0.767075, +0.361071, -0.511502, +0.124944, +0.289528, -0.394763, +0.205439]
frame=222 t=11.100s reward=+1.041022 done=0 raw_action=[+0.684071, +0.469957, +0.893281, -0.318296, +1.000000, -0.325408, +0.094347, -0.195558, -0.105212, -1.000000, +1.000000, -0.585738, -0.258587, -0.327015, +0.784479, +0.047335, -0.620593, -0.031378, +0.047595, +0.137774, +0.467839]
frame=223 t=11.150s reward=+1.062837 done=0 raw_action=[+0.352258, +0.453075, +1.000000, +0.113926, +1.000000, -0.552964, +0.484014, -0.212612, +0.422655, -1.000000, +1.000000, -1.000000, -0.084361, -0.763065, +0.191406, +0.044220, -0.333377, -0.330028, +0.317354, +0.383961, -0.091149]
frame=224 t=11.200s reward=+1.014772 done=0 raw_action=[+0.811117, +0.127810, +1.000000, +1.000000, +1.000000, +0.378207, +0.103287, -0.251586, -0.168079, -1.000000, +1.000000, -0.925797, -0.130629, -1.000000, +0.172015, -0.172600, -0.634931, +0.619307, -0.050647, +0.585477, +0.305130]
frame=225 t=11.250s reward=+1.030222 done=0 raw_action=[+0.811937, -1.000000, +1.000000, +1.000000, +1.000000, +0.791843, -0.477459, +1.000000, +0.385437, -1.000000, +0.378386, +0.109262, +0.319829, -1.000000, +0.099590, -0.347695, -0.633857, +0.444435, -0.081877, +0.444525, -0.068217]
frame=226 t=11.300s reward=+0.996197 done=0 raw_action=[+0.539254, -1.000000, +1.000000, +1.000000, +1.000000, +1.000000, -1.000000, +1.000000, +1.000000, -1.000000, -0.451991, +0.594989, +0.349313, -0.717610, +0.108151, -0.193695, -0.012337, +0.489038, -0.189047, +0.208964, -0.573964]
frame=227 t=11.350s reward=+0.924431 done=0 raw_action=[+0.338273, -1.000000, +1.000000, +0.843536, +1.000000, +0.542594, -1.000000, +1.000000, +0.756624, -0.881342, -0.835083, +1.000000, +0.183345, -0.737692, +0.404578, -0.059230, +0.855793, +0.141296, -0.112188, -0.289288, -0.906405]
frame=228 t=11.400s reward=+0.977417 done=0 raw_action=[-0.399300, -0.950775, -0.304862, -0.859853, +1.000000, +0.663717, -1.000000, +0.577103, -0.592887, -0.146892, -0.600389, -0.622839, -0.220239, +0.384458, -0.149674, +0.126833, +1.000000, -0.640871, -0.487807, -0.154511, -0.284592]
frame=229 t=11.450s reward=+0.750402 done=0 raw_action=[-0.191878, -0.514279, -1.000000, -0.819463, +1.000000, +0.842199, -1.000000, +0.212110, -1.000000, +0.598209, -0.203051, -1.000000, +0.450685, +0.415885, -0.282400, +0.155215, +0.726318, -0.796793, -0.806238, -0.674518, +0.316466]
frame=230 t=11.500s reward=+1.035891 done=0 raw_action=[+0.240908, -0.127794, -1.000000, -1.000000, +1.000000, +0.519787, -1.000000, -0.091226, -1.000000, +1.000000, -0.196641, -0.555837, +1.000000, -0.271708, -0.140535, -0.365780, -0.151524, -0.811360, -0.975958, -0.569593, +0.886886]
frame=231 t=11.550s reward=+1.035873 done=0 raw_action=[+0.038094, -0.067267, -1.000000, -1.000000, +1.000000, +0.349323, -1.000000, -0.558934, -1.000000, +1.000000, -0.213547, +0.075942, +1.000000, -0.290894, +0.009573, -0.627118, -0.243508, -0.401965, -0.679217, +0.120964, +0.877822]
frame=232 t=11.600s reward=+0.648527 done=0 raw_action=[-0.283408, +0.186962, -1.000000, -0.432511, +1.000000, +0.287097, -1.000000, -1.000000, -0.821562, +1.000000, -0.090639, +0.251549, +0.782426, +0.086400, -0.776499, -0.801586, -0.246143, +0.188283, -0.855900, +0.015197, +0.168897]
frame=233 t=11.650s reward=+0.947491 done=0 raw_action=[-0.146883, -0.109998, -1.000000, -0.386953, +1.000000, +0.064206, -0.773265, -1.000000, -0.193993, +1.000000, -0.612257, +0.338674, +0.180904, +0.049232, -0.935939, -1.000000, +0.330585, +0.084917, -0.269046, +1.000000, -0.328046]
frame=234 t=11.700s reward=+1.061734 done=0 raw_action=[-0.479962, +0.419230, -1.000000, -0.173876, +1.000000, -0.012554, +0.678722, -1.000000, +0.132372, +0.976270, -1.000000, +0.631316, -0.308034, +0.576347, -0.932645, -1.000000, +1.000000, +0.766058, +0.618110, +1.000000, -0.196630]
frame=235 t=11.750s reward=+1.072800 done=0 raw_action=[-0.327611, +0.372456, +0.246777, +0.858611, +0.860342, -0.145800, +1.000000, -1.000000, -0.257083, +0.850247, -1.000000, +0.661202, -0.420182, +0.856303, -0.508009, -0.876618, +0.191012, +0.308710, +1.000000, +0.454690, +0.084966]
frame=236 t=11.800s reward=+1.055008 done=0 raw_action=[+0.181859, -0.174412, +1.000000, +0.384106, +0.488635, +0.370111, +1.000000, -0.505362, -0.062220, +0.972895, -0.281478, +0.722701, -0.457702, +0.836412, -0.016441, +0.047727, -0.883824, +0.146429, +1.000000, -0.376162, -0.000752]
frame=237 t=11.850s reward=+0.736805 done=0 raw_action=[-0.411580, -0.151068, +1.000000, -0.159038, +0.609177, +0.199310, +1.000000, +0.834851, +1.000000, +0.862559, +0.041498, +0.829468, -0.215655, +0.507583, +0.058838, +0.738934, -0.251897, +0.483938, +0.819462, -0.714763, -0.765643]
frame=238 t=11.900s reward=+0.833926 done=0 raw_action=[+0.567085, -0.083324, +1.000000, -0.786107, +0.970004, +0.203760, +1.000000, +0.236566, +0.488956, +0.146774, +0.709501, +0.546370, -0.577779, +0.130640, +0.620418, +0.869227, -0.607604, -0.680910, +0.189625, -0.279281, -0.583704]
frame=239 t=11.950s reward=-0.268136 done=0 raw_action=[+0.088938, +0.565855, +0.467358, -0.832725, +1.000000, +0.160873, +1.000000, +0.017501, +1.000000, -0.189249, +0.241787, -0.050642, -0.604608, +0.844581, +0.199084, +0.358447, -0.731722, +0.281384, -0.211213, -0.417742, +0.020164]
frame=240 t=12.000s reward=+1.032269 done=0 raw_action=[-0.408150, +1.000000, -0.951321, -0.779987, +1.000000, -0.954251, +1.000000, +0.432315, +0.089697, -0.799703, -0.406246, -0.192139, -0.221255, -0.267007, -0.043624, +0.128008, -0.306489, +0.015987, +0.043084, -0.649980, +0.011745]
frame=241 t=12.050s reward=+1.027845 done=0 raw_action=[+0.323083, +0.587115, -0.260312, -0.561229, +1.000000, +0.203849, +0.434070, +0.660611, -0.325004, -1.000000, +0.785635, -0.354031, -0.194127, +0.160427, +0.661758, +0.470766, -0.569935, -0.366324, +0.194641, -0.203151, +0.311287]
frame=242 t=12.100s reward=+0.887412 done=0 raw_action=[+0.138269, +0.498583, +0.111084, -0.734806, +1.000000, +0.234438, +0.098099, -0.295843, -0.008129, -1.000000, +1.000000, -0.816194, -0.257352, +0.101166, +0.948690, +0.265773, -0.574753, +0.104906, +0.055682, +0.422285, +0.296186]
frame=243 t=12.150s reward=+1.015467 done=0 raw_action=[-0.039063, +0.852877, -0.016621, -0.905785, +1.000000, -1.000000, +0.525825, +0.405827, +0.104772, -1.000000, +0.879038, -0.405035, +0.043963, -0.353387, +0.874199, -0.159886, +0.128859, -0.758053, -0.114107, -0.296453, +0.146570]
frame=244 t=12.200s reward=+1.065568 done=0 raw_action=[+0.634735, +0.373556, +1.000000, +0.239325, +1.000000, -0.517079, -0.263850, +0.561625, -0.012351, -1.000000, +1.000000, -0.463973, +0.105796, -0.707973, +0.641091, -0.123266, -0.198558, +0.193871, +0.154979, +0.382886, +0.357716]
frame=245 t=12.250s reward=+1.032162 done=0 raw_action=[+1.000000, -0.070157, +1.000000, +1.000000, +1.000000, +0.044445, +0.429600, +0.026128, +0.227293, -1.000000, +1.000000, -0.793553, +0.181314, -0.799730, -0.211143, -0.064700, -0.792466, +0.313898, -0.288846, -0.173931, +0.090043]
frame=246 t=12.300s reward=-0.555525 done=0 raw_action=[+0.717651, -1.000000, +1.000000, +1.000000, +1.000000, +0.836462, -0.819683, +1.000000, +1.000000, -0.954706, -0.435251, -0.122033, +0.817004, -0.886336, -0.086084, -0.208190, -0.487263, +0.605664, +0.226838, +0.231062, -0.614005]
frame=247 t=12.350s reward=+1.020234 done=0 raw_action=[+0.502557, -1.000000, +1.000000, +1.000000, +1.000000, +1.000000, -0.927564, +0.706402, +1.000000, -0.660513, -0.973676, +0.452190, +0.812559, -0.315437, +0.054178, +0.027332, +0.258024, +0.012650, -0.335313, -0.032276, -0.023897]
frame=248 t=12.400s reward=+0.950495 done=0 raw_action=[+0.352091, -1.000000, +1.000000, +0.551215, +1.000000, +0.873440, -1.000000, +0.475594, -0.139801, -0.664423, -0.401329, +0.741224, -0.111935, -0.693198, +0.080854, +0.317066, +0.958086, +0.043448, -0.328530, +0.071658, -0.291720]
frame=249 t=12.450s reward=+0.612658 done=0 raw_action=[-0.350609, -0.811410, -0.231012, -0.822277, +1.000000, +0.630511, -1.000000, +0.209964, -0.500227, +0.011318, -0.729567, -0.436629, -0.322105, +0.169800, -0.315387, -0.170517, +1.000000, -0.681948, -0.470801, -0.213043, -0.099558]
frame=250 t=12.500s reward=+0.716210 done=0 raw_action=[-0.445673, -0.515334, -1.000000, -1.000000, +1.000000, +0.846397, -1.000000, +0.093632, -1.000000, +0.843417, -0.293618, -0.787998, +0.167574, +0.129358, -0.316371, -0.129109, +0.592143, -0.756639, -0.250330, -0.193337, +0.501905]
