# task=cylinder
# algo=PPO
# checkpoint=/home/tan/hora/BrainCo/outputs/revo3_right/run_cylinder_v2_continue/stage1_nn/last.pth
# policy_dt_sec=0.050000
# policy_hz=20.000000
# action_semantics=delta
# action_formula=target=prev_target+(1/24)*raw_action then clamp(joint_limits)
# raw_action_definition=policy clamped delta output mu (pre delta-integration, [-1,1])
# target_definition=cur_targets (delta-accumulated + joint-limit clamped, used in PD formula)
# jointpos_definition=hand.data.joint_pos (absolute joint angles, rad)
# joint_order=0:right_index_MPR_joint, 1:right_little_MPR_joint, 2:right_middle_MPR_joint, 3:right_ring_MPR_joint, 4:right_thumb_CMP_joint, 5:right_index_MCP_joint, 6:right_little_MCP_joint, 7:right_middle_MCP_joint, 8:right_ring_MCP_joint, 9:right_thumb_CMR_joint, 10:right_index_PIP_joint, 11:right_little_PIP_joint, 12:right_middle_PIP_joint, 13:right_ring_PIP_joint, 14:right_thumb_MCP_joint, 15:right_index_DIP_joint, 16:right_little_DIP_joint, 17:right_middle_DIP_joint, 18:right_ring_DIP_joint, 19:right_thumb_PIP_joint, 20:right_thumb_DIP_joint

frame=166 t= 8.300s reward=+0.959364 done=0 jointpos=[+0.261800, -0.159484, +0.229878, -0.120688, +1.726310, +1.162469, +1.178109, +0.998326, +0.950207, +0.893427, +0.363410, +0.576363, +0.209054, +0.229018, +0.344209, +0.102994, +0.109252, +0.136920, +0.125632, +0.296717, +0.161186]
frame=167 t= 8.350s reward=+0.991603 done=0 jointpos=[+0.261800, -0.169385, +0.214904, -0.160054, +1.726288, +1.186932, +1.121183, +1.010291, +0.964788, +0.893437, +0.337719, +0.547616, +0.227518, +0.238796, +0.328496, +0.091356, +0.102733, +0.096041, +0.116568, +0.269969, +0.201018]
frame=168 t= 8.400s reward=+0.549779 done=0 jointpos=[+0.261345, -0.177157, +0.182907, -0.208429, +1.726496, +1.192908, +1.057451, +0.996006, +0.971425, +0.893524, +0.352008, +0.507388, +0.267333, +0.245283, +0.322102, +0.082752, +0.083874, +0.075291, +0.092338, +0.248943, +0.242928]
frame=169 t= 8.450s reward=+0.794964 done=0 jointpos=[+0.261441, -0.177965, +0.140010, -0.245689, +1.727017, +1.213065, +1.006124, +0.961517, +0.952599, +0.893773, +0.396708, +0.490546, +0.301372, +0.238109, +0.330093, +0.061023, +0.065682, +0.067362, +0.079999, +0.256325, +0.260147]
frame=170 t= 8.500s reward=+0.905883 done=0 jointpos=[+0.256140, -0.177965, +0.094885, -0.246085, +1.727968, +1.266922, +0.970345, +0.930982, +0.916257, +0.894209, +0.421390, +0.501602, +0.331476, +0.236052, +0.319248, +0.019572, +0.066338, +0.083574, +0.053097, +0.289356, +0.247144]
frame=171 t= 8.550s reward=+1.031978 done=0 jointpos=[+0.234644, -0.184098, +0.051324, -0.231936, +1.729252, +1.332171, +0.951117, +0.912808, +0.882953, +0.894825, +0.398993, +0.525538, +0.353232, +0.236052, +0.288467, +0.000213, +0.110324, +0.112665, +0.050647, +0.333015, +0.236051]
frame=172 t= 8.600s reward=+1.069014 done=0 jointpos=[+0.219231, -0.191115, +0.011239, -0.229898, +1.728550, +1.349153, +0.952903, +0.901368, +0.869470, +0.899757, +0.352668, +0.537524, +0.355166, +0.248972, +0.257887, +0.000213, +0.151829, +0.137231, +0.092702, +0.380035, +0.241377]
frame=173 t= 8.650s reward=+0.995414 done=0 jointpos=[+0.227492, -0.188091, -0.008932, -0.218397, +1.731027, +1.331735, +0.969547, +0.895166, +0.869470, +0.941683, +0.317422, +0.538511, +0.339711, +0.285943, +0.240181, +0.000213, +0.130785, +0.160109, +0.134671, +0.408795, +0.233651]
frame=174 t= 8.700s reward=+0.953932 done=0 jointpos=[+0.246377, -0.180568, +0.008443, -0.193768, +1.730574, +1.305747, +0.990335, +0.895033, +0.869470, +0.988025, +0.292495, +0.547527, +0.324847, +0.320685, +0.239350, +0.001649, +0.107372, +0.168818, +0.176290, +0.410299, +0.224158]
frame=175 t= 8.750s reward=+0.991082 done=0 jointpos=[+0.261800, -0.181367, +0.054868, -0.191648, +1.730503, +1.284726, +1.021145, +0.905232, +0.871371, +1.036427, +0.296462, +0.576585, +0.307783, +0.346576, +0.242959, +0.033249, +0.083267, +0.179100, +0.201657, +0.393395, +0.208261]
frame=176 t= 8.800s reward=+0.758254 done=0 jointpos=[+0.261628, -0.183071, +0.101155, -0.228933, +1.729248, +1.259831, +1.042107, +0.920527, +0.877397, +1.076065, +0.299386, +0.594260, +0.284487, +0.348612, +0.249345, +0.050812, +0.063591, +0.172955, +0.205450, +0.374415, +0.205359]
frame=177 t= 8.850s reward=+0.968150 done=0 jointpos=[+0.261800, -0.181514, +0.133585, -0.251001, +1.727958, +1.239638, +1.064134, +0.934279, +0.878086, +1.099695, +0.318906, +0.591168, +0.265225, +0.359893, +0.261819, +0.084201, +0.020545, +0.172787, +0.210040, +0.353760, +0.188757]
frame=178 t= 8.900s reward=+0.508642 done=0 jointpos=[+0.261800, -0.178529, +0.129592, -0.252114, +1.725057, +1.223140, +1.075085, +0.949802, +0.870317, +1.094156, +0.335996, +0.581864, +0.241986, +0.376385, +0.274364, +0.096489, +0.023245, +0.151074, +0.221056, +0.331666, +0.192741]
frame=179 t= 8.950s reward=+1.000084 done=0 jointpos=[+0.261800, -0.166572, +0.105622, -0.250426, +1.725044, +1.193866, +1.094902, +0.968213, +0.872216, +1.059594, +0.353891, +0.584059, +0.207732, +0.384150, +0.288353, +0.108705, +0.013370, +0.136387, +0.215531, +0.307622, +0.214503]
frame=180 t= 9.000s reward=+1.066526 done=0 jointpos=[+0.261800, -0.150016, +0.089461, -0.250913, +1.725144, +1.157754, +1.109622, +0.975600, +0.879400, +0.990054, +0.389763, +0.582705, +0.177992, +0.373609, +0.313675, +0.121408, +0.000000, +0.153332, +0.221179, +0.289668, +0.240800]
frame=181 t= 9.050s reward=+0.296710 done=0 jointpos=[+0.261800, -0.134330, +0.084736, -0.249349, +1.725806, +1.130517, +1.116609, +0.969647, +0.891961, +0.931888, +0.421126, +0.570087, +0.182206, +0.350801, +0.342132, +0.114008, -0.000000, +0.135847, +0.214291, +0.281001, +0.229454]
frame=182 t= 9.100s reward=+0.954337 done=0 jointpos=[+0.261800, -0.114349, +0.100333, -0.242337, +1.726565, +1.098600, +1.139156, +0.955809, +0.902360, +0.895489, +0.452165, +0.544192, +0.209604, +0.328525, +0.362080, +0.111495, -0.000000, +0.131046, +0.217450, +0.289071, +0.209784]
frame=183 t= 9.150s reward=+1.019052 done=0 jointpos=[+0.261800, -0.101936, +0.144646, -0.203192, +1.726383, +1.083688, +1.166434, +0.954474, +0.913166, +0.895397, +0.467254, +0.515766, +0.225268, +0.290434, +0.356474, +0.103173, +0.000000, +0.137213, +0.206063, +0.300880, +0.210295]
frame=184 t= 9.200s reward=+1.010655 done=0 jointpos=[+0.261800, -0.103859, +0.196789, -0.152722, +1.726398, +1.085858, +1.180208, +0.961919, +0.921336, +0.895399, +0.464615, +0.499157, +0.215619, +0.250833, +0.350101, +0.101756, -0.000000, +0.174960, +0.195838, +0.314079, +0.199750]
frame=185 t= 9.250s reward=-0.541560 done=0 jointpos=[+0.261800, -0.104394, +0.227369, -0.136000, +1.726401, +1.092910, +1.181367, +0.967294, +0.926569, +0.895380, +0.450280, +0.513687, +0.212481, +0.229025, +0.349908, +0.100913, +0.044234, +0.183693, +0.196527, +0.318969, +0.193196]
frame=186 t= 9.300s reward=+0.976880 done=0 jointpos=[+0.261800, -0.118124, +0.233527, -0.154922, +1.726342, +1.113581, +1.173885, +0.981438, +0.938811, +0.895370, +0.423662, +0.544210, +0.212114, +0.243499, +0.343561, +0.095746, +0.085706, +0.160901, +0.161974, +0.314256, +0.180140]
frame=187 t= 9.350s reward=+0.047857 done=0 jointpos=[+0.261800, -0.136881, +0.226487, -0.172095, +1.726340, +1.136948, +1.145794, +0.997900, +0.956896, +0.895355, +0.393420, +0.557624, +0.213325, +0.240975, +0.332870, +0.098680, +0.106961, +0.130585, +0.157104, +0.296212, +0.194920]
frame=188 t= 9.400s reward=+0.958823 done=0 jointpos=[+0.261753, -0.156715, +0.205667, -0.189912, +1.726344, +1.159868, +1.093070, +1.005991, +0.973536, +0.895358, +0.373252, +0.542146, +0.225417, +0.237867, +0.323768, +0.096941, +0.092888, +0.101439, +0.129787, +0.276867, +0.206836]
frame=189 t= 9.450s reward=+0.958477 done=0 jointpos=[+0.261552, -0.169338, +0.166613, -0.219196, +1.726595, +1.174524, +1.037244, +0.988759, +0.972859, +0.895508, +0.389472, +0.519009, +0.253794, +0.237867, +0.326113, +0.089922, +0.072385, +0.085352, +0.120033, +0.263937, +0.231236]
frame=190 t= 9.500s reward=+0.913271 done=0 jointpos=[+0.260610, -0.178621, +0.122728, -0.243486, +1.727885, +1.205953, +0.993030, +0.961191, +0.948192, +0.896199, +0.405905, +0.509384, +0.282136, +0.237867, +0.326255, +0.056791, +0.070547, +0.087269, +0.087337, +0.271829, +0.242036]
frame=191 t= 9.550s reward=+0.876013 done=0 jointpos=[+0.251634, -0.179838, +0.077551, -0.241874, +1.729321, +1.252675, +0.966027, +0.938309, +0.912716, +0.896972, +0.388569, +0.520192, +0.312337, +0.237867, +0.303630, +0.015432, +0.097866, +0.100566, +0.076336, +0.301267, +0.244721]
frame=192 t= 9.600s reward=+1.013608 done=0 jointpos=[+0.237599, -0.179838, +0.033590, -0.232676, +1.730296, +1.305226, +0.963785, +0.916800, +0.875123, +0.897490, +0.366916, +0.541415, +0.332268, +0.246564, +0.279633, +0.000122, +0.116301, +0.122420, +0.071722, +0.343503, +0.249495]
frame=193 t= 9.650s reward=+1.052426 done=0 jointpos=[+0.240574, -0.188451, +0.002389, -0.231850, +1.730447, +1.313500, +0.977492, +0.900916, +0.853457, +0.916486, +0.334462, +0.545387, +0.341305, +0.274958, +0.250473, +0.000146, +0.138274, +0.158276, +0.110853, +0.385814, +0.241397]
frame=194 t= 9.700s reward=+1.042182 done=0 jointpos=[+0.261531, -0.178346, -0.006788, -0.231850, +1.730819, +1.290902, +1.008058, +0.893234, +0.851949, +0.969478, +0.309783, +0.547477, +0.342373, +0.290887, +0.237849, +0.000146, +0.103735, +0.151986, +0.136345, +0.399261, +0.238847]
frame=195 t= 9.750s reward=+0.907787 done=0 jointpos=[+0.261800, -0.171867, +0.025048, -0.213009, +1.730704, +1.258025, +1.036523, +0.883318, +0.863033, +1.022133, +0.302732, +0.549540, +0.343352, +0.317318, +0.241705, +0.017989, +0.072817, +0.170543, +0.170448, +0.394944, +0.221042]
frame=196 t= 9.800s reward=-1.370179 done=0 jointpos=[+0.261800, -0.168718, +0.073930, -0.217415, +1.730018, +1.234219, +1.059473, +0.888656, +0.880652, +1.058421, +0.316702, +0.555196, +0.337196, +0.345677, +0.246457, +0.052939, +0.061469, +0.172078, +0.190334, +0.390370, +0.191201]
frame=197 t= 9.850s reward=+0.942894 done=0 jointpos=[+0.261800, -0.167084, +0.093627, -0.246164, +1.729249, +1.222554, +1.082325, +0.904974, +0.870797, +1.093095, +0.306317, +0.552483, +0.319331, +0.378051, +0.247657, +0.075410, +0.063940, +0.158108, +0.213763, +0.384275, +0.166608]
frame=198 t= 9.900s reward=+0.012961 done=0 jointpos=[+0.261800, -0.159050, +0.093432, -0.251470, +1.725873, +1.205515, +1.096319, +0.923288, +0.868017, +1.095213, +0.320371, +0.543901, +0.288438, +0.395707, +0.258668, +0.111789, +0.044311, +0.144832, +0.207730, +0.365379, +0.166898]
frame=199 t= 9.950s reward=+1.002332 done=0 jointpos=[+0.261800, -0.148469, +0.086510, -0.248552, +1.725687, +1.173727, +1.102710, +0.950103, +0.871003, +1.064924, +0.358494, +0.551757, +0.239217, +0.393892, +0.279637, +0.137677, +0.010739, +0.136847, +0.215024, +0.332840, +0.189147]
